[native][main]2020-3-23 20:6:16	收到参数1: ["D:\\bellcode\\git\\Client\\platform\\pc\
[native][globalConfig]2020-3-23 20:6:29	content:[{"environName":"ready","gameVersion":464,"patchUrl":"47.107.73.43/native/win/release/patch","policyUrl":"47.107.73.43/web/ready","serverPackageVersion":1,"token":""}]
[native][main]2020-3-23 20:6:29	发送主进程消息:UPDATE_GLOBAL_CONFIG args:[{"environName":"ready","gameVersion":464,"patchUrl":"47.107.73.43/native/win/release/patch","policyUrl":"47.107.73.43/web/ready","serverPackageVersion":1,"token":""}]
[native][config]2020-3-23 20:6:29	nativeMode:7
[native][update]2020-3-23 20:6:29	从banner模式进入
[native][main]2020-3-23 20:6:29	发送主进程消息:START_NATIVE_CLIENT args:["fakeGameMode=lessons&gameServer=app-ready.wkcoding.com&accountServer=ready-account.wkcoding.com&serverListServer=ready-server-list.wkcoding.com&uploadLogServer=ready-clientlog.wkcoding.com&register=1&developMode=1&register=1&banner=1&bellApiOrigin=demoapi.wkcoding.com&serverListServer=ready-server-list.wkcoding.com&gameVersion=_v464&displayVersion=464&cdnUrl=&versionType=0&nativeMode=7"]
[native][platform]2020-3-23 20:6:29	config.environName:["ready"]
[native][globalConfig]2020-3-23 20:6:29	content:[{"environName":"ready","gameVersion":464,"patchUrl":"47.107.73.43/native/win/release/patch","policyUrl":"47.107.73.43/web/ready","serverPackageVersion":1,"token":"48196e10-6cf9-11ea-aad7-0242ac140004-6447"}]
[native][main]2020-3-23 20:6:29	发送主进程消息:UPDATE_GLOBAL_CONFIG args:[{"environName":"ready","gameVersion":464,"patchUrl":"47.107.73.43/native/win/release/patch","policyUrl":"47.107.73.43/web/ready","serverPackageVersion":1,"token":"48196e10-6cf9-11ea-aad7-0242ac140004-6447"}]
[native][electron]2020-3-23 20:6:29	will-navigate: file:///D:/bellcode/git/Client/platform/pc/package/client/index.html?fakeGameMode=lessons&gameServer=app-ready.wkcoding.com&accountServer=ready-account.wkcoding.com&serverListServer=ready-server-list.wkcoding.com&uploadLogServer=ready-clientlog.wkcoding.com&register=1&developMode=1&register=1&banner=1&bellApiOrigin=demoapi.wkcoding.com&serverListServer=ready-server-list.wkcoding.com&gameVersion=_v464&displayVersion=464&cdnUrl=&versionType=0&nativeMode=7
[native][platform]2020-3-23 20:6:29	config.environName:["ready"]
[native][globalConfig]2020-3-23 20:6:29	content:[{"environName":"ready","gameVersion":464,"patchUrl":"47.107.73.43/native/win/release/patch","policyUrl":"47.107.73.43/web/ready","serverPackageVersion":1,"token":"48196e10-6cf9-11ea-aad7-0242ac140004-6447"}]
[native][main]2020-3-23 20:6:29	发送主进程消息:UPDATE_GLOBAL_CONFIG args:[{"environName":"ready","gameVersion":464,"patchUrl":"47.107.73.43/native/win/release/patch","policyUrl":"47.107.73.43/web/ready","serverPackageVersion":1,"token":"48196e10-6cf9-11ea-aad7-0242ac140004-6447"}]
[native][electron]2020-3-23 20:6:29	will-navigate: file:///D:/bellcode/git/Client/platform/pc/package/client/index_v464.html?fakeGameMode=lessons&gameServer=app-ready.wkcoding.com&accountServer=ready-account.wkcoding.com&serverListServer=ready-server-list.wkcoding.com&uploadLogServer=ready-clientlog.wkcoding.com&register=1&developMode=1&register=1&banner=1&bellApiOrigin=demoapi.wkcoding.com&serverListServer=ready-server-list.wkcoding.com&gameVersion=_v464&displayVersion=464&cdnUrl=&versionType=0&nativeMode=7&&gameVersion=_v464&&displayVersion=456&&cdnUrl=&&versionType=0
